,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,full_name,age
2456,2457,M,70,1975-04-12,Developer IV,IT,High Net Worth,N,Yes,15.0,Benito-Vearnals,47
2457,2458,F,73,1964-04-20,Media Manager II,Manufacturing,High Net Worth,N,Yes,5.0,Leilah-Liddel,58
2458,2459,F,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,N,No,18.0,Jeanna-Naulls,36
2459,2460,M,88,1976-05-17,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,12.0,Mick-Boutellier,46
2461,2462,M,17,1980-07-05,Assistant Media Planner,Entertainment,Affluent Customer,N,No,21.0,Fletcher-Hutchens,42
2462,2463,F,54,1978-01-30,Pharmacist,Health,Mass Customer,N,No,12.0,Krystle-Jovicevic,44
2463,2464,M,78,1983-04-06,Speech Pathologist,Retail,Mass Customer,N,No,6.0,Cleve-Jindrak,39
2465,2466,M,62,1980-10-04,Software Test Engineer IV,Entertainment,High Net Worth,N,No,16.0,Araldo-Klamp,42
2466,2467,F,71,1975-07-15,Engineer III,Manufacturing,Affluent Customer,N,Yes,4.0,Ynez-Fawloe,47
2467,2468,M,51,1995-12-12,Marketing Assistant,Retail,High Net Worth,N,No,1.0,Parker-Barenskie,27
2470,2471,M,55,1978-12-20,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,Noland-Bresland,44
2471,2472,M,99,1989-06-02,Product Engineer,Health,High Net Worth,N,Yes,16.0,Mathias-Element,33
2472,2473,M,50,1970-05-10,Administrative Assistant I,Entertainment,Mass Customer,N,Yes,13.0,Davon-nan,52
2473,2474,F,59,1980-06-08,Executive Secretary,Argiculture,High Net Worth,N,Yes,6.0,Chrysa-Burrett,42
2475,2476,M,13,1956-09-25,Administrative Officer,Property,High Net Worth,N,No,17.0,Hal-Braddon,66
2476,2477,M,25,1977-03-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10.0,Barney-Tilling,45
2477,2478,M,85,1966-07-07,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,10.0,Andreas-Lamke,56
2478,2479,F,81,1996-11-06,Community Outreach Specialist,Retail,Mass Customer,N,No,5.0,Helge-Voller,26
2479,2480,F,3,1971-12-26,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,16.0,Adey-Shevlin,51
2480,2481,F,71,1979-01-20,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,12.0,Amber-Ruslin,43
2481,2482,M,95,1953-12-10,Pharmacist,Health,Mass Customer,N,Yes,10.0,Regan-Siemens,69
2483,2484,F,77,1979-10-03,Senior Quality Engineer,Property,Mass Customer,N,Yes,14.0,Elise-Slimm,43
2485,2486,F,77,1954-03-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Alaine-Halbord,68
2486,2487,M,92,1978-01-13,Operator,IT,Affluent Customer,N,Yes,14.0,Elton-Piggford,44
2487,2488,F,32,1988-11-17,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,Idalia-Braunton,34
2488,2489,F,42,1976-06-12,Speech Pathologist,Retail,Mass Customer,N,No,15.0,Emma-Mates,46
2490,2491,M,74,1977-05-08,Clinical Specialist,Health,Mass Customer,N,No,14.0,Tabbie-Turone,45
2491,2492,M,35,1974-02-01,Design Engineer,Manufacturing,High Net Worth,N,No,9.0,Gayelord-Lipman,48
2492,2493,M,56,1981-08-19,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17.0,Rey-Collum,41
2493,2494,F,98,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16.0,Donella-Emm,48
2494,2495,F,89,1953-11-12,Assistant Professor,IT,Affluent Customer,N,No,17.0,Gwenore-Suero,69
2495,2496,M,29,1980-08-26,Web Developer II,Manufacturing,Mass Customer,N,Yes,21.0,Lew-Wittleton,42
2496,2497,M,33,1969-04-05,Administrative Assistant IV,Property,Affluent Customer,N,No,12.0,Gustav-Aaronsohn,53
2497,2498,F,70,1978-02-02,Software Test Engineer III,Retail,High Net Worth,N,No,8.0,Rosana-Emmatt,44
2498,2499,F,77,1973-08-30,Account Representative I,Retail,Mass Customer,N,No,14.0,Doll-Tschirschky,49
2499,2500,F,35,1957-12-18,Senior Developer,Property,High Net Worth,N,Yes,17.0,Micky-Livings,65
2500,2501,F,80,1971-07-12,Actuary,Financial Services,Mass Customer,N,Yes,10.0,Ora-Meaddowcroft,51
2501,2502,F,6,1964-08-23,Structural Engineer,Manufacturing,Mass Customer,N,Yes,11.0,Concordia-Mussington,58
2502,2503,M,80,1967-07-16,Budget/Accounting Analyst I,Health,Affluent Customer,N,Yes,10.0,Devlin-Laneham,55
2504,2505,F,45,1980-08-25,VP Marketing,Financial Services,High Net Worth,N,No,3.0,Myrah-McCarry,42
2506,2507,F,77,1986-06-25,Biostatistician III,Health,Affluent Customer,N,Yes,8.0,Alysa-Galilee,36
2508,2509,M,99,1971-07-07,Help Desk Technician,Financial Services,Mass Customer,N,No,7.0,Danya-Beadles,51
2509,2510,M,43,1973-04-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,7.0,Nealson-Lowdham,49
2510,2511,M,20,1991-07-12,Technical Writer,Financial Services,Mass Customer,N,Yes,4.0,Jedidiah-Daulby,31
2512,2513,M,55,1978-07-31,Structural Analysis Engineer,Property,Mass Customer,N,No,12.0,Rustie-Ligoe,44
2513,2514,M,25,1975-08-11,Senior Financial Analyst,Financial Services,High Net Worth,N,Yes,17.0,Vincenty-Sayer,47
2515,2516,F,42,1967-05-27,Registered Nurse,Health,Mass Customer,N,No,19.0,Zoe-Kiddye,55
2516,2517,F,1,1978-10-19,Research Nurse,Health,Mass Customer,N,Yes,9.0,Rozanna-Kegan,44
2518,2519,M,76,1979-10-17,Senior Developer,Manufacturing,Mass Customer,N,Yes,5.0,Ryon-Dalliston,43
2519,2520,M,71,1974-05-27,Accountant III,Retail,Affluent Customer,N,Yes,10.0,Gabie-Skett,48
2520,2521,F,35,1999-08-29,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,3.0,Kellia-Martugin,23
2522,2523,F,28,1961-10-29,VP Marketing,Financial Services,Mass Customer,N,Yes,9.0,Lauree-Shewery,61
2523,2524,M,84,1969-05-29,Help Desk Technician,Retail,Mass Customer,N,Yes,8.0,Rustie-Kingsland,53
2524,2525,M,25,1992-10-03,Cost Accountant,Financial Services,Mass Customer,N,No,8.0,Hans-Ison,30
2525,2526,M,89,1969-02-01,Software Test Engineer II,Manufacturing,Mass Customer,N,No,8.0,Izaak-Dopson,53
2527,2528,M,81,1978-09-23,Senior Editor,Financial Services,Affluent Customer,N,No,15.0,Cassie-Toffaloni,44
2528,2529,M,81,1954-05-11,Quality Engineer,Manufacturing,High Net Worth,N,Yes,10.0,Ben-Laidler,68
2529,2530,F,63,1960-08-03,Business Systems Development Analyst,Property,Mass Customer,N,Yes,18.0,Engracia-Foulcher,62
2530,2531,M,48,1981-08-20,Teacher,Property,High Net Worth,N,Yes,8.0,Brendan-Verbeke,41
2532,2533,M,11,1993-07-26,Speech Pathologist,Health,Affluent Customer,N,Yes,5.0,Harper-Ioannidis,29
2533,2534,F,70,1965-06-21,Research Associate,Manufacturing,Affluent Customer,N,Yes,12.0,Estelle-Lithgow,57
2534,2535,M,53,1981-08-20,Accountant III,Financial Services,Affluent Customer,N,No,13.0,Butch-Broadnicke,41
2535,2536,F,71,1964-06-10,Associate Professor,Health,Mass Customer,N,Yes,16.0,Aigneis-Brignall,58
2538,2539,M,68,1967-04-22,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,12.0,Tracie-Ashdown,55
2540,2541,M,17,2000-03-14,Software Engineer II,Financial Services,High Net Worth,N,Yes,2.0,Cleveland-Islep,22
2541,2542,F,43,1966-03-11,Accounting Assistant I,Property,Affluent Customer,N,Yes,12.0,Amanda-Leverington,56
2543,2544,M,73,1988-01-31,VP Marketing,Manufacturing,Mass Customer,N,Yes,16.0,Ellery-Bowra,34
2544,2545,F,33,1978-04-11,Tax Accountant,Manufacturing,Mass Customer,N,Yes,16.0,Grayce-Aumerle,44
2545,2546,F,45,1980-04-10,Assistant Professor,Manufacturing,High Net Worth,N,No,11.0,Marinna-Hancke,42
2546,2547,F,91,1985-07-08,Social Worker,Health,Mass Customer,N,Yes,14.0,Aili-Scruby,37
2548,2549,M,12,1998-08-07,Pharmacist,Health,Mass Customer,N,Yes,4.0,Mike-Geggus,24
2549,2550,M,34,1997-08-12,Pharmacist,Health,Mass Customer,N,Yes,4.0,Dionysus-Elmhurst,25
2554,2555,M,43,1976-09-19,Health Coach IV,Health,Affluent Customer,N,No,11.0,Brad-Tenman,46
2558,2559,F,7,1969-06-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,8.0,Fulvia-Bernini,53
2561,2562,M,98,1980-09-26,Internal Auditor,Retail,Mass Customer,N,No,13.0,Boonie-Withams,42
2563,2564,F,18,1976-04-29,Engineer III,Health,Mass Customer,N,No,15.0,Bell-Carley,46
2564,2565,F,62,1969-08-17,Junior Executive,Health,Affluent Customer,N,Yes,9.0,Joannes-Harbron,53
2565,2566,F,48,1996-10-29,Accountant II,Entertainment,Affluent Customer,N,Yes,6.0,Nani-Brilleman,26
2566,2567,M,97,1975-01-13,Systems Administrator IV,Financial Services,Mass Customer,N,No,22.0,Tobe-Spirit,47
2567,2568,F,42,1983-02-16,Staff Scientist,Manufacturing,Mass Customer,N,No,18.0,Anna-diana-Slyne,39
2568,2569,M,62,1985-05-03,VP Quality Control,Retail,Mass Customer,N,No,16.0,Sig-Sellan,37
2569,2570,M,13,1977-09-10,Professor,Financial Services,Mass Customer,N,Yes,18.0,Hirsch-Peele,45
2570,2571,M,97,1986-11-17,Internal Auditor,Health,Affluent Customer,N,Yes,7.0,Chariot-Keefe,36
2571,2572,F,30,1980-12-30,Engineer III,Financial Services,Mass Customer,N,No,13.0,Sheila-McInulty,42
2574,2575,M,87,1974-06-07,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,16.0,Hagan-Abrahmer,48
2575,2576,F,15,1959-05-30,Associate Professor,Manufacturing,Mass Customer,N,No,13.0,Lotty-Szubert,63
2577,2578,M,49,1991-02-27,Tax Accountant,Retail,High Net Worth,N,No,3.0,Felice-McVane,31
2578,2579,F,35,1970-12-31,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16.0,Celka-Demsey,52
2579,2580,F,27,1988-07-04,Teacher,Financial Services,Mass Customer,N,Yes,13.0,Kalinda-nan,34
2581,2582,M,98,1977-08-10,Director of Sales,Health,Mass Customer,N,No,7.0,Harv-Pavey,45
2582,2583,F,34,1963-09-12,Human Resources Assistant I,Property,Mass Customer,N,No,15.0,Appolonia-Oxe,59
2583,2584,F,86,1980-07-07,Technical Writer,Financial Services,High Net Worth,N,No,12.0,Sharia-nan,42
2585,2586,M,10,1979-09-12,Tax Accountant,Financial Services,Mass Customer,N,Yes,13.0,Heywood-Sollett,43
2589,2590,F,48,1964-09-22,General Manager,Financial Services,Affluent Customer,N,Yes,11.0,Roslyn-Tewkesbury.,58
2591,2592,M,84,1995-06-19,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1.0,Archibaldo-Argrave,27
2592,2593,F,69,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0,Sharona-Yorkston,49
2593,2594,M,90,1997-06-23,Internal Auditor,Manufacturing,Mass Customer,N,No,2.0,Sigismond-Stockow,25
2596,2597,F,58,1980-10-25,Civil Engineer,Manufacturing,High Net Worth,N,Yes,11.0,Carita-Kemwall,42
2597,2598,M,23,1980-03-26,Senior Developer,Manufacturing,Affluent Customer,N,No,9.0,Lindsay-Maydway,42
2598,2599,F,9,1954-05-03,VP Marketing,Manufacturing,Mass Customer,N,No,5.0,Pauly-Eilles,68
2599,2600,M,55,2001-03-03,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1.0,Darnell-Wistance,21
2600,2601,F,48,1975-01-18,Software Engineer III,Financial Services,Affluent Customer,N,No,13.0,Morgana-Wardel,47
2601,2602,F,46,1977-03-22,Structural Analysis Engineer,Health,Mass Customer,N,No,3.0,Jessamine-Butcher,45
2602,2603,F,44,1962-02-04,Nurse,Financial Services,High Net Worth,N,No,11.0,Mercy-Jost,60
2603,2604,M,91,1975-05-08,Account Executive,Retail,Mass Customer,N,Yes,7.0,Lewiss-Jaeggi,47
2604,2605,M,50,1965-02-03,Marketing Manager,Health,High Net Worth,N,Yes,18.0,Had-Gilling,57
2605,2606,F,56,1978-08-19,Electrical Engineer,Manufacturing,High Net Worth,N,No,12.0,Addi-Seager,44
2606,2607,M,90,1992-05-08,Registered Nurse,Health,Affluent Customer,N,Yes,7.0,Laurent-Ainslee,30
2607,2608,F,44,1975-11-05,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,6.0,Fenelia-Dockrell,47
2608,2609,F,17,1964-12-18,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,Genvieve-Kobes,58
2609,2610,F,41,1954-04-30,Account Coordinator,IT,Mass Customer,N,No,10.0,Arliene-Bartolijn,68
2610,2611,F,36,1991-02-18,Tax Accountant,Financial Services,Affluent Customer,N,No,9.0,Aeriel-Lejeune,31
2611,2612,M,33,1969-04-30,Statistician I,Retail,Affluent Customer,N,No,18.0,Bran-Sauven,53
2614,2615,F,23,1998-08-13,Nurse,Financial Services,Mass Customer,N,Yes,1.0,Cordelia-nan,24
2618,2619,F,62,1978-07-05,Web Designer I,Financial Services,High Net Worth,N,Yes,14.0,Lavinia-Niess,44
2619,2620,M,26,1999-04-30,Civil Engineer,Manufacturing,Mass Customer,N,No,1.0,Henderson-Koubek,23
2620,2621,F,24,1974-02-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0,Moreen-Zoren,48
2621,2622,M,13,1979-12-10,Staff Accountant I,Financial Services,Mass Customer,N,No,16.0,Natty-Sisneros,43
2622,2623,M,42,1982-07-28,Media Manager III,Property,Mass Customer,N,Yes,15.0,Zackariah-Catteroll,40
2623,2624,M,37,1964-07-08,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,Winfield-Lampitt,58
2624,2625,F,45,1972-03-16,Research Assistant I,Manufacturing,Affluent Customer,N,Yes,8.0,Kristal-McRobbie,50
2625,2626,M,42,1998-10-24,Account Coordinator,Property,Affluent Customer,N,Yes,4.0,Gerome-Lawrenz,24
2626,2627,F,7,1971-10-29,Budget/Accounting Analyst II,Retail,Mass Customer,N,Yes,12.0,Hildegaard-Gennrich,51
2627,2628,M,29,2001-05-21,Assistant Media Planner,Entertainment,Affluent Customer,N,No,1.0,Giselbert-Gudyer,21
2628,2629,F,60,1976-08-13,Engineer IV,Entertainment,High Net Worth,N,No,19.0,Nomi-Bushell,46
2629,2630,M,76,1978-12-17,Senior Sales Associate,Retail,Mass Customer,N,No,10.0,Jonathon-nan,44
2630,2631,M,4,1995-05-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,2.0,Antonio-Brewis,27
2633,2634,M,85,1980-07-14,Quality Engineer,Financial Services,High Net Worth,N,No,15.0,Silvester-Scowcroft,42
2634,2635,M,45,1959-01-03,Nurse,Retail,Mass Customer,N,No,14.0,Arty-Mac Geaney,63
2635,2636,F,35,1974-01-05,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,14.0,Carly-Struys,48
2636,2637,F,28,1972-07-30,Help Desk Operator,Retail,Mass Customer,N,Yes,11.0,Marcile-Christley,50
2637,2638,M,1,1977-02-10,Budget/Accounting Analyst III,IT,Mass Customer,N,Yes,15.0,Moritz-Brognot,45
2638,2639,F,70,1986-07-03,Geologist IV,Entertainment,Mass Customer,N,Yes,10.0,Mufi-O'Kielt,36
2643,2644,M,72,1977-09-03,VP Sales,IT,Mass Customer,N,No,12.0,Brooke-Alastair,45
2644,2645,M,20,2000-06-26,Technical Writer,IT,High Net Worth,N,Yes,1.0,Ado-Yaldren,22
2645,2646,F,14,1972-10-11,Sales Representative,Retail,Mass Customer,N,Yes,17.0,Jesselyn-Di Biaggi,50
2648,2649,M,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,Yes,20.0,Merwyn-MacPhail,36
2649,2650,F,33,1995-08-20,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10.0,Candice-Patriskson,27
2650,2651,M,10,1978-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,10.0,Silvan-Ellison,44
2652,2653,M,80,1995-01-05,Food Chemist,Health,Affluent Customer,N,No,1.0,Aylmer-Glenwright,27
2653,2654,F,83,1977-11-28,Tax Accountant,Telecommunications,Mass Customer,N,No,13.0,Dawn-Yakovitch,45
2654,2655,M,56,1966-06-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15.0,York-Strongman,56
2658,2659,F,81,1974-06-14,Professor,Argiculture,High Net Worth,N,Yes,11.0,Konstance-Elgey,48
2660,2661,F,59,1976-12-26,VP Marketing,Financial Services,High Net Worth,N,Yes,12.0,Dorrie-Meaden,46
2661,2662,F,53,1977-12-21,Accountant IV,Property,Mass Customer,N,Yes,16.0,Louisette-Cullimore,45
2662,2663,M,69,1956-08-01,Environmental Tech,Health,Mass Customer,N,Yes,19.0,Royce-Pietrowicz,66
2664,2665,M,43,1965-03-28,Project Manager,Telecommunications,Mass Customer,N,Yes,17.0,Seth-Murdie,57
2665,2666,M,2,1971-02-16,Occupational Therapist,Health,Mass Customer,N,No,9.0,Lyle-Eager,51
2666,2667,F,65,1958-07-17,Product Engineer,Manufacturing,Affluent Customer,N,Yes,6.0,Randene-Brown,64
2667,2668,M,27,1978-07-26,Senior Quality Engineer,Health,Mass Customer,N,No,18.0,Allan-Govan,44
2668,2669,M,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,N,No,1.0,Carrol-Jordin,27
2669,2670,M,53,1977-05-13,VP Accounting,Financial Services,High Net Worth,N,Yes,18.0,Cam-MacFadyen,45
2671,2672,M,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4.0,Talbert-Folliss,36
2673,2674,F,59,1993-02-12,Food Chemist,Health,High Net Worth,N,No,5.0,Lynsey-Broady,29
2674,2675,F,24,1973-02-25,Media Manager IV,Retail,Mass Customer,N,No,7.0,Dayle-Girardetti,49
2675,2676,M,33,1957-01-21,Product Engineer,Retail,Mass Customer,N,Yes,12.0,Stinky-Marlen,65
2677,2678,M,33,1976-12-30,Sales Associate,Health,Mass Customer,N,No,11.0,Amble-Tandy,46
2678,2679,M,5,1990-06-06,Director of Sales,Financial Services,High Net Worth,N,No,10.0,Padriac-Apple,32
2679,2680,F,0,1959-05-11,Financial Analyst,Financial Services,Mass Customer,N,Yes,14.0,Noella-Firk,63
2680,2681,F,78,1974-09-15,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18.0,Liza-LeEstut,48
2681,2682,F,54,1987-11-01,Accountant III,Manufacturing,High Net Worth,N,Yes,20.0,Annamarie-Bouzan,35
2683,2684,M,96,1964-03-14,Health Coach IV,Health,Mass Customer,N,Yes,12.0,Erastus-Payley,58
2685,2686,M,63,1996-05-21,Automation Specialist II,Financial Services,Affluent Customer,N,No,4.0,Cully-Takos,26
2686,2687,M,67,1962-01-28,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,20.0,Fabe-Smallbone,60
2687,2688,M,53,1977-05-18,Database Administrator III,Property,Mass Customer,N,No,13.0,Shelden-Lorent,45
2689,2690,F,17,1980-11-06,Registered Nurse,Health,Affluent Customer,N,Yes,12.0,Sissie-Giordano,42
2690,2691,M,41,1975-11-03,Librarian,Entertainment,Mass Customer,N,No,18.0,Stearn-Boutton,47
2691,2692,F,57,1988-12-19,Research Associate,Health,High Net Worth,N,Yes,22.0,Jacklyn-Bromehed,34
2692,2693,M,91,1968-04-11,Research Assistant III,Health,High Net Worth,N,Yes,16.0,Abram-Phillipson,54
2693,2694,F,48,1985-12-28,Quality Engineer,Retail,Mass Customer,N,No,6.0,Teddi-De la Yglesias,37
2694,2695,F,88,1976-08-16,Statistician II,Manufacturing,Mass Customer,N,Yes,19.0,Kippy-Heater,46
2697,2698,F,19,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0,Nedi-MacClay,48
2698,2699,M,93,1978-05-25,Account Representative IV,Manufacturing,Affluent Customer,N,Yes,16.0,Michal-Woltering,44
2700,2701,F,13,1960-07-28,Dental Hygienist,Health,Affluent Customer,N,Yes,7.0,Ileana-Timms,62
2701,2702,F,34,1976-11-30,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,11.0,Saraann-Gilliard,46
2703,2704,M,6,1999-02-08,Account Representative IV,Retail,Affluent Customer,N,Yes,3.0,Orlando-Gniewosz,23
2704,2705,F,11,1996-10-20,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3.0,Madalena-MacCaughey,26
2705,2706,M,59,1964-07-21,Desktop Support Technician,Retail,Affluent Customer,N,No,6.0,Kelly-Bilyard,58
2706,2707,M,56,1988-12-26,Account Coordinator,Property,High Net Worth,N,Yes,5.0,Tabb-Haberjam,34
2710,2711,M,52,1970-08-31,Biostatistician II,Health,Affluent Customer,N,No,6.0,Steven-Keetley,52
2711,2712,F,0,1987-06-26,Tax Accountant,Manufacturing,High Net Worth,N,Yes,11.0,Carissa-Hassent,35
2712,2713,M,55,1954-11-03,Statistician II,Retail,Affluent Customer,N,Yes,5.0,Hadlee-Mackro,68
2713,2714,F,50,1998-03-17,Occupational Therapist,Health,High Net Worth,N,Yes,1.0,Emmy-Jenton,24
2714,2715,M,27,1962-11-14,Civil Engineer,Manufacturing,Affluent Customer,N,No,11.0,Umberto-Cappineer,60
2715,2716,F,46,1967-07-14,Systems Administrator I,Entertainment,Mass Customer,N,No,7.0,Claribel-nan,55
2716,2717,M,31,1981-03-25,Registered Nurse,Health,Mass Customer,N,No,13.0,Frederic-McGown,41
2718,2719,M,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,N,Yes,6.0,Alleyn-Clear,34
2719,2720,F,0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,No,10.0,Shirline-Yellowlee,39
2722,2723,F,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,N,Yes,18.0,Morganne-Smitham,44
2723,2724,M,92,1994-01-10,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4.0,Gerome-Dutteridge,28
2724,2725,F,20,1965-06-19,Senior Quality Engineer,Property,Affluent Customer,N,No,11.0,Sibylla-Langmuir,57
2725,2726,M,49,1976-03-18,Administrative Officer,Financial Services,Affluent Customer,N,No,4.0,Bradford-Monkton,46
2726,2727,F,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,N,Yes,2.0,Kim-Gabbitis,34
2727,2728,F,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,N,No,19.0,Imojean-Atyeo,63
2729,2730,M,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,N,No,11.0,Taddeo-Karlicek,62
2730,2731,F,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0,Meagan-Ferry,22
2731,2732,F,36,1961-03-01,Help Desk Operator,Health,Mass Customer,N,No,7.0,Clarine-Yushkin,61
2732,2733,F,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17.0,Jordanna-Skyme,37
2734,2735,M,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,N,Yes,14.0,Ricoriki-Burree,64
2737,2738,F,77,1997-01-06,Research Nurse,Health,Mass Customer,N,No,5.0,Lurleen-Shoebridge,25
2738,2739,M,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15.0,Alair-Cullingford,37
2739,2740,F,61,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,N,Yes,12.0,Godiva-Bulward,59
2740,2741,M,6,1999-02-28,Statistician II,Property,High Net Worth,N,No,4.0,Reinwald-Sinkins,23
2741,2742,M,50,1979-04-14,Actuary,Financial Services,High Net Worth,N,Yes,15.0,Osgood-Risby,43
2742,2743,M,67,1979-05-25,Social Worker,Health,High Net Worth,N,Yes,20.0,Carr-Muckley,43
2743,2744,M,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,Bjorn-Isitt,23
2744,2745,F,8,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,18.0,Moyra-Mount,45
2745,2746,F,97,1953-10-25,Actuary,Financial Services,High Net Worth,N,Yes,7.0,Carmelia-Egle of Germany,69
2747,2748,F,96,1967-08-29,Quality Engineer,Financial Services,Mass Customer,N,No,4.0,Dolorita-Dufaur,55
2748,2749,M,3,1979-01-12,Sales Representative,Retail,Mass Customer,N,No,5.0,Cale-Cunningham,43
2750,2751,M,94,1979-07-27,Sales Associate,Retail,High Net Worth,N,Yes,12.0,Cordell-Coxhell,43
2751,2752,F,11,1960-05-10,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,Cissiee-Jobern,62
